30uM,O06,16,19,2203,377,153,1,1.86489879789963,0.811779378580138,0,0.399094202898551,0.22435579639376,88.2173266542104,82.8613299434664,12.8062484748657,4.62831275834842,4.12310562561766,51.353149159879,51.5157646366386,30.5227806478467,351.271999999999,0.65497249888509,0.408527048798655,0.012437418896709,0.096528673809084,0.076931115526092,0.026629545632204,0.027322029733794,0.059428880448419,0.04931785911918,0.017573097661676,0.027216692589522,0.022194976195859,0.009968440414187,0.04832651270696,0.005299424629865,0.009078467426534,0.014935732493927,0.006393538366196,0.005810694796923,0.016751425408932,0.004066971271479,0.02807047387046,0.011622365829231,0.010614710464879,0.010941531470293,0.006827917762651,0.00651771527486,0.004281508414369,0.006514503744898,0.015074327741357,0.002196935571413,31.2509812861681,231.129418417811,0.070588238537312,0.019607841968536,2.19911825067098,0.592156887054443,0.592156887054443,0.111213456534406,0.10491575960863,0.082352943718433,0.047058824449778,0.04313725605607,0.079469338445594,0.056581062973837,0.117647059261799,399.557009092287,163.759085826671,0,401.500680889696,162.730367680436,383,167,0,19,19,19,666,399,165,1,1.04630510445129,0.603074093690559,1,0.651026392961877,0.832153557881993,32.9530204766217,33.2415402771893,12.2065556157337,4.84713043505751,4.24264068711929,24.9671915869147,26.2861358871763,-31.5652346476462,100.286,0.955523672883788,0.756154874915825,0.019699718427619,0.156882347969247,0.066455974162421,0.010265133945865,0.036748230837861,0.05159000169216,0.007154544927265,0.018428040662698,0.010449838563764,0.009160861509873,0.020792639181034,0.007579516768504,0.016154316087893,0.015251131199364,0.011792454559534,0.001626773907,0.007564854894321,0.009508349811015,0.0009080339562,0.014832668945057,0.005516516871459,0.006986028955063,0.001555782192281,0.004689930759523,0.008418256130783,0.006815415829374,0.00202829946769,0.0080808944458,0.009044396447966,1,1,12.1058826521039,70.5411782935262,0.078431375324726,0.011764705181122,2.13339112066969,0.592156887054443,0.592156887054443,0.155203623744922,0.105917685125415,0.090196080505848,0.066666670143604,0.054901961237192,0.105010133261946,0.055061123154471,0.105882354080677,397.475428092397,165.532744039762,0,399.545045045045,165.015015015015,0,383,167,0
30uM,O06,16,20,1654,85,178,1,1.43308645920394,0.710121216303803,0,0.437334743521946,0.058656272281089,63.4748617075847,73.6613874428116,11.7046999107196,3.57332486016771,3,46.4824772323418,44.6913450997807,55.6542794816555,595.271999999999,0.62985529322163,0.388119831734604,0.052532282614071,0.158023421150936,0.029869952645594,0.030147611783064,0.009577489179543,0.021438036362656,0.022418195136468,0.008473217756955,0.02739833719884,0.005520521806892,0.003694258236311,0.004474121498378,0.022874674796616,0.015573190927632,0.004127816920406,0.02230466826584,0.018638461271808,0.002864958117461,0.001996653791264,0.005435477506257,0.008727304854851,0.017842741067208,0.00615113691288,0.005898200525789,0.007484173004166,0.011016320101573,0.007184198431353,0.007257596692,0.001536718779994,21.4431377220899,111.607846084982,0.047058824449778,0.007843140512705,1.52000480532049,0.10196078568697,0.243137255311012,0.054701881944107,0.06747753693167,0.054901961237192,0.027450980618596,0.027450980618596,0.0108359922725,0.031588348129983,0.074509806931019,76.1113492493067,171.291215722851,0,76.9576783555018,172.553808948005,76,162,0,20,20,20,353,65,164,1,1.16945613775048,0.824496512780341,1,0.672380952380952,0.826785835000766,28.2602693889012,27.459060435492,8.06225774829855,3.46962612177997,3.16227766016838,15.5316054943064,15.9915548252588,53.8967379248743,73.248,0.959239130434783,0.596092253702271,0.010252472815326,0.180201437160046,0.107517042226549,0.002157081163847,0.006776227101984,0.005751026908192,0.024532343060742,0.036399542606129,0.003556677291325,0.005148962759347,0.008962986716468,0.025045457810095,0.019332221190822,0.00749620472909,0.014244399742133,0.00255545319232,0.000509284017256,0.004817122233897,0.006986807633693,0.007960609688973,0.015734057667484,0.012521977730377,0.012487352298949,0.005898980971488,0.000898002763821,0.001634531837056,0.002421550025579,0.004726462371788,0.00417907649694,1,1,3.73333343304694,20.8941182792187,0.047058824449778,0.011764708906412,1.27372423853898,0.117647059261799,0.149019613862038,0.062222223884116,0.059190136768325,0.054901961237192,0.027450980618596,0.023529412224889,0.022235290549014,0.018466965322154,0.070588238537312,66.3680555658074,165.068506015451,0,65.3059490084986,164.365439093484,0,70,174,0
10uM,O07,21,11,3039,354,112,1,1.2850772567715,0.497174096306872,0,0.481006647673314,0.294287057866869,75.2366105240286,80.3990049689671,15.2315462117278,5.73275022232691,5,62.7747113112102,65.2791056235307,21.4113379767091,360.233999999999,0.824135593220339,0.552906577086868,0.081152542631343,0.1364734131325,0.036106353545908,0.02338494951831,0.042886938777872,0.059763270280466,0.013044832771854,0.011615412038268,0.017290215826729,0.030125753234828,0.007072784270926,0.039624406335997,0.015961358536259,0.013491341126439,0.007758124672201,0.00821228078851,0.006686302160073,0.007474162599597,0.010294174001173,0.025881114888157,0.012601467370534,0.007817266486116,0.009092907048588,0.004299695188581,0.015462754687877,0.014393741075895,0.004158427801613,0.008485683034392,0.005291307466813,36.4156872704625,331.211772900075,0.082352943718433,0.015686273574829,1.06951518974138,0.729411780834198,0.729411780834198,0.12428562208349,0.10898709210269,0.098039217293263,0.066666670143604,0.047058824449778,0.077532953118175,0.048164261889254,0.113725490868092,356.277460073998,92.8943628927995,0,355.233629483383,93.1273445212241,354,90,0,11,11,11,407,367,92,1,1.27713357196998,0.859840766589416,1,0.725490196078431,0.614267537803074,32.4357149837747,32.9848450049413,8,3.36576852867373,3,15.2562723544726,16.5604530514371,8.4153535169026,91.248,0.888646288209607,0.470944175850772,0.0632197337334,0.173508108181038,0.073536506473421,0.047548192415614,0.028375459613796,0.013263203095648,0.041938767299723,0.017598867928092,0.006080603855561,0.013743567369299,0.013112081994966,0.002543954228381,0.002027567425259,0.006318301583597,0.010847628491396,0.01368658337015,0.010117467443671,0.007172195903777,0.005391889413533,0.00077312262693,0.00255719513457,0.002065076830415,0.005221525823544,0.010053355891071,0.011759639296981,0.011969014490308,0.012150406488834,0.010502827862283,0.002297425854425,1,1,15.2000004053116,98.0745123773813,0.133333340287209,0.054901964962483,1.92389023512968,0.549019634723663,0.854901969432831,0.197402602666384,0.240969317880544,0.176470592617989,0.090196080505848,0.090196080505848,0.093586933030207,0.164676129981399,0.291176483035088,362.833699864547,91.1522251933816,0,364.756756756757,91.2088452088452,0,355,90,0
10uM,O07,21,12,2449,226,85,1,1.36912194599592,0.647151033084465,0,0.538952464788732,0.101126530155814,73.4061626132429,77.4209274033836,12.0415945787923,4.49867702426034,4.12310562561766,59.9266217969944,55.962055526073,-55.8497452677304,551.653999999999,0.712229169696088,0.520214154997733,0.022181480725925,0.147806987300557,0.048202293905776,0.011732546142313,0.008307757119841,0.066453223933095,0.020326203615282,0.019207002020326,0.039577046346617,0.010325188361252,0.00258966498368,0.054998535760896,0.015096229322976,0.008117867835791,0.012576089164975,0.02634335152336,0.009277562855765,0.005918014743566,0.001998121485393,0.007434364437425,0.01087512402297,0.007795108454601,0.009879255604278,0.004601443677977,0.008851923453755,0.003835349335156,0.003766533592596,0.003640925614958,0.004993370220977,30.4196089915931,243.713733039796,0.070588238537312,0.011764705181122,3.11097618975367,0.26274511218071,0.470588237047195,0.080475156062416,0.099515611694486,0.078431375324726,0.0588235296309,0.04313725605607,0.022196879626399,0.060202097651208,0.094117648899555,212.972725940604,103.78399595847,0,213.070641077991,100.674561045325,200,113,0,12,12,12,438,208,100,1,1.05346730149548,0.688876271177873,1,0.73,0.871081881598492,27.7915924380494,27.2029410174709,9.89949493661166,4.05355577170112,3.60555127546399,19.0918830920368,20.1455401700126,-48.2760678689745,79.49,0.948051948051948,0.753620162964866,0.050410760975853,0.148566314737761,0.090164287908888,0.004263635060766,0.011124229472168,0.039023222271202,0.013856999023709,0.021441867389289,0.020021595496516,0.016190116716329,0.006412723302755,0.012292064968316,0.012604503256464,0.01838945852732,0.007018754581406,0.00322017220746,0.001537636247775,0.008483372334148,0.003347946087845,0.013142012793079,0.002860906295121,0.002689176201429,0.009493578376629,0.003335851071151,0.01093472549713,0.010000059502637,0.006432347536441,0.003369115582276,0.002666360952232,1,1,7.91764729470015,44.4392169117928,0.082352943718433,0.011764705181122,0.918721712629907,0.329411774873734,0.329411774873734,0.121809958380002,0.101459399341993,0.094117648899555,0.062745101749897,0.0588235296309,0.057605806123481,0.031877066257773,0.109803922474384,207.932756788121,101.543328621695,0,207.593607305936,100.689497716895,0,201,112,0
10uM,O07,21,13,2477,311,98,1,2.07306831453027,0.889034757861711,0,0.461438152011923,0.111521398822898,103.826434786561,89.2860571421989,12.5299640861417,4.06770435221333,3.60555127546399,53.321597451185,47.5358647092069,6.17828045344054,528.309999999999,0.609498031496063,0.391640805783376,0.015640725392993,0.072419093351797,0.103855480200076,0.013021945248024,0.004122456028534,0.027924176762257,0.049463659916044,0.027406832170822,0.013233666767225,0.00152935109258,0.007846666100235,0.013892745149331,0.005920434754995,0.017507234999668,0.001640362805034,0.031196452619349,0.002852037702195,0.007334950774377,0.009569352014549,0.010506912220729,0.005568030010626,0.005047770917537,0.002646483090546,0.006947129075689,0.026921595038251,0.013351940986515,0.006508352409954,0.002589732965654,0.00878622435178,35.5529422983527,242.392163928598,0.074509806931019,0.015686273574829,4.24953680615598,0.301960796117783,0.317647069692612,0.093560374469349,0.097857151363988,0.086274512112141,0.066666670143604,0.04313725605607,0.035756815331358,0.03440428737162,0.109803922474384,285.228005175638,96.8586474217149,0,281.728300363343,94.4481227291078,303,113,0,13,13,13,711,281,101,1,1.19348831122142,0.836493320273484,1,0.683653846153846,0.783286594324082,40.7769421915126,40.5215991787096,11.4017542509914,4.6534086881644,4.12310562561766,22.3606797749979,22.3448313852288,21.6003472183518,106.802,0.966032608695652,0.551323578749513,0.030852459224798,0.185100579354032,0.096402382000618,0.022243551068725,0.006057547844445,0.009984352135384,0.032982385853847,0.036491658053258,0.00330587195912,0.004061668503394,0.003203917119079,0.017697586943776,0.015856189765507,0.004764039145375,0.016505260444357,0.013094641778547,0.009230111924193,0.00395087781791,0.001566747224745,0.00942168931508,0.011366010064266,0.0117109496084,0.005495033176017,0.008529973979417,0.005957775108137,0.005708184871157,0.004413581817366,0.00299501671655,0.001160846303336,1,1,9.99215711653233,71.7568642012775,0.090196080505848,0.011764705181122,0.812231839345298,0.180392161011696,0.180392161011696,0.112271428275644,0.100923859636115,0.098039217293263,0.074509806931019,0.054901961237192,0.023809613212503,0.017109714547153,0.109803922474384,282.033938131929,101.126844452443,0,281.392405063291,100.628691983122,0,299,101,0
10uM,O07,21,14,1732,180,122,1,1.5852554446973,0.688450173593579,0,0.450689565443664,0.061358072372165,67.6261046037213,66.2193325245732,8.60232526704263,3.16020464766073,2.82842712474619,49.1317430669377,49.0481073072814,50.1354079105383,595.583999999998,0.662332695984704,0.47747514453779,0.023176091723573,0.113996670576778,0.056899492016448,0.005021644643072,0.025190997859401,0.066724902004898,0.010884056742952,0.010445869806831,0.016941598525174,0.023731109550239,0.019555415216542,0.053494937991381,0.037050775572406,0.013057690971868,0.006452347855273,0.020515557182716,0.007698291245578,0.009316529393779,0.008011893555679,0.022973429358696,0.015122808105239,0.013025076919057,0.001431615861563,0.003202479240136,0.005584198792566,0.003362433160419,0.003643200207441,0.004723252345399,0.002458116688077,33.2039227485657,178.627456340939,0.070588238537312,0.011764705181122,3.88022097169258,0.333333343267441,0.513725519180298,0.085798249996294,0.103133635300773,0.078431375324726,0.062745101749897,0.04313725605607,0.035734026294111,0.064953514904963,0.10196078568697,161.598287634029,109.962107623872,0,164.304272517321,112.743071593534,150,110,0,14,14,14,416,163,112,1,1.1145696161823,0.777566745072799,1,0.727272727272727,0.813191362564445,29.1267387602297,28.6006992921502,9,3.81623441658536,3.60555127546399,17.8885438199983,18.3149053054473,58.1927225599981,80.178,0.957422324510932,0.644402410171586,0.02216949018076,0.181797852272519,0.098816924638177,0.005717671871237,0.014314178758545,0.016359241352523,0.016765177352414,0.0274479726268,0.003806359780738,0.006063943494488,0.007733230045306,0.022966860086372,0.02832040855469,0.007977809336894,0.007214261801547,0.000884762350802,0.003152634741458,0.008810726631303,0.004677729555496,0.005204676867974,0.005314054441873,0.012552839044661,0.008767544337274,0.001651598660977,0.001879271203898,0.000713349548143,0.004439436224637,0.005577384449773,0.002588740380217,1,1,9.36470614746213,63.6784331351519,0.082352943718433,0.039215683937073,2.82373194794658,0.333333343267441,0.545098066329956,0.139771733544211,0.153073156574884,0.109803922474384,0.0588235296309,0.050980392843485,0.070486390478007,0.090760647834447,0.211764708161354,160.574393398612,108.894753054842,0,162.052884615385,111.300480769231,0,164,107,0
10uM,O07,21,15,11813,417,175,1,1.11085458317234,0.517540769339722,0,0.534500701325732,0.401920485026838,138.649283671064,160.290361531815,41.3037528561268,13.7040647359429,12.0415945787923,117.85158051918,118.636444853015,-85.7209500648809,607.735999999998,0.874518803671898,0.58540375751981,0.039933721286856,0.199268390400064,0.026875954133288,0.014273045562911,0.007984448063081,0.033571829227391,0.003909403004792,0.032171505037797,0.026684064571209,0.006650769027005,0.00240222483061,0.017219384662342,0.015688570385069,0.029438088971352,0.007486061819662,0.007478022102694,0.011290721036426,0.005502699720147,0.004046418790491,0.015465365821827,0.008229608363046,0.001201251472072,0.003696384789479,0.009023742036588,0.015400573831705,0.011283626483082,0.009894759232693,0.004287082127814,0.001386028542125,50.1803935319185,1144.17650020123,0.078431375324726,0.007843136787415,2.25519167822324,0.411764711141586,0.960784316062927,0.101579743991738,0.096857402878289,0.090196080505848,0.066666670143604,0.050980392843485,0.044859893213156,0.046409872479408,0.098039217293263,417.404798428449,153.90442994323,0,419.051045458393,155.445780072801,407,137,0,15,15,15,551,412,125,1,1.17613818118732,0.815633137899743,1,0.725955204216074,0.816711318538384,35.1866547957445,34.0147027033899,10.1980390271856,4.18883780710957,4,20.1920029004573,20.3579227792631,20.2449916648815,92.076,0.959094865100087,0.606356948270592,0.04964173783397,0.165799472243732,0.110840084038961,0.006096883480128,0.017126446900774,0.008780363239815,0.025128713325928,0.026671006404439,0.00717099829682,0.01939576581887,0.014693463474691,0.016087344315118,0.017026901238835,0.010182292179721,0.007198830927921,0.004323254837915,0.004127542647642,0.011970067258471,0.007506067946626,0.011917158767666,0.011223778155533,0.01133627975236,0.007379515950773,0.005259127289476,0.004373978855148,0.004225679314792,0.006145466866823,0.004354251791964,0.002351370321994,1,1,11.5921571776271,69.9294135719538,0.10196078568697,0.01568628102541,0.811990318473799,0.376470595598221,0.376470595598221,0.148617399713168,0.12691363624674,0.113725490868092,0.074509806931019,0.062745101749897,0.075890441848494,0.042516967856693,0.138235300779343,407.336922386591,123.584903553876,0,406.889292196007,122.907441016334,0,407,134,0
10uM,O07,21,16,774,75,121,1,1.9201589613831,0.723345682137463,0,0.405660377358491,0.079828985392479,50.6057296964367,52.1536192416212,6.08276253029822,2.25986584198408,2,34.533591842107,34.942551830529,-85.1048497846312,349.055999999999,0.553450125134072,0.361553976225884,0.038956143091397,0.102153574199765,0.043288145296077,0.038553601050349,0.018566128731804,0.036116884260313,0.00988163429277,0.008032751174439,0.01939711568162,0.030729658777597,0.006087197764461,0.047541311592504,0.024927265120848,0.01011592090321,0.003781807289978,0.008300142092586,0.016023353311655,0.004871720054371,0.005026316246235,0.02143436564841,0.025682760498867,0.012843366886404,0.008230767578985,0.002142276474585,0.008763858998657,0.011676758413785,0.003145208669932,0.002745558509845,0.00358347861527,18.1058830022812,69.5607864744961,0.070588238537312,0.011764705181122,0.486909883960468,0.14509804546833,0.317647069692612,0.074817698356534,0.089871817150512,0.078431375324726,0.035294119268656,0.035294119268656,0.014852899487291,0.032957840902423,0.098039217293263,80.5406472067111,128.583323934441,0,80.6485788113695,128.108527131783,92,133,0,16,16,16,431,88,121,1,1.46662681510672,0.915971784711548,1,0.615714285714286,0.676298023235303,37.2566961555903,35.7351367704113,7.28010988928052,3.33617539309566,3,14.298541039633,14.9489766764973,-69.1452824132009,89.49,0.943107221006564,0.427736699053551,0.042805375541578,0.152357380387481,0.093231489834344,0.033574206251831,0.022775116702072,0.033338662969483,0.049740472696184,0.035365590021065,0.01279082159877,0.017646817635256,0.012828785597468,0.010149367744704,0.003547358737421,0.015271341887217,0.015931691799861,0.002558746199511,0.004187942118832,0.006775701720669,0.007300879448214,0.004899921725926,0.002940215949936,0.005535493569446,0.004855925555035,0.007945430214526,0.008414771272361,0.008388929970494,0.006541001628594,0.002858057361206,0.004345925027074,1,1,5.59607859700918,39.7921579629183,0.066666670143604,0.02156862616539,0.93727184187882,0.125490203499794,0.321568638086319,0.074614381293456,0.09232519248937,0.084313727915287,0.035294119268656,0.035294119268656,0.016954888773022,0.039191548342983,0.109803922474384,86.4238691288365,125.856312202166,0,86.2784222737819,124.930394431555,0,90,121,0
10uM,O07,21,17,2431,270,156,1,1.48674693728057,0.764006779195786,0,0.492105263157895,0.268453729018189,80.5216940646755,81.1541742610939,15.1327459504216,5.07262436326117,4.47213595499958,52.6231576524202,51.9532585361435,53.5261787366825,337.335999999999,0.806168131321506,0.469973479084601,0.0833240437372,0.112042237064587,0.053139336430011,0.022434913584925,0.00643610108687,0.019062973177952,0.05844984161428,0.035969733018709,0.031177753705711,0.016270504405697,0.009073688911116,0.025434735868898,0.030814342449576,0.012917543776805,0.00525896751709,0.012900970875247,0.012556666254313,0.007233800017193,0.007966733295897,0.022603005473678,0.011395384895213,0.013730994160025,0.006915359253236,0.009283689777362,0.0032060324081,0.010860503471913,0.015357672710881,0.005627705853118,0.003057416909242,25.8549026623368,227.305888790637,0.078431375324726,0.007843136787415,0.908794445445491,0.274509817361832,0.290196090936661,0.095054789199768,0.0935030394038,0.086274512112141,0.062745101749897,0.050980392843485,0.035290487244215,0.033328165545739,0.094117648899555,261.482704443026,140.632610424898,0,261,139.862607980255,260,140,0,17,17,17,472,268,131,1,1.03564036107745,0.600954097623425,1,0.794612794612795,0.865902350583053,27.5951548461502,28.2311884269862,11,4.2213624665549,4,21,22.0563529700182,-12.0980523076664,82.764,0.952573158425832,0.752251905504703,0.112834735615924,0.13346510986839,0.047870466477821,0.010172331386167,0.002372324410581,0.029705218918139,0.018352487886965,0.027381008232053,0.032198835198779,0.013732184875282,0.005365555312907,0.00563677190689,0.010417194494115,0.006255417879029,0.011495307723812,0.014109288440123,0.002347301329214,0.010564865435962,0.003742670494036,0.01358898125451,0.008976057949606,0.009751019131225,0.002891290107444,0.00428865361921,0.00494874354116,0.002298274021432,0.005252423233262,0.006388904846679,0.003914646027912,1,1,8.79215710610151,66.3647077530622,0.090196080505848,0.027450978755951,1.76166313119852,0.274509817361832,0.333333343267441,0.123833198677486,0.140603194392081,0.109803922474384,0.062745101749897,0.062745101749897,0.060073842710178,0.067399381951911,0.18823529779911,266.244755652659,132.277551263388,0,267.21186440678,130.805084745763,0,269,134,0
10uM,O07,21,18,8123,334,189,1,1.26810583178978,0.599500202870339,0,0.528841145833333,0.327750028254222,126.234034686871,147.922276888912,31.7804971641414,10.6593655385397,9.4339811320566,105.413548025776,101.034515526214,52.4248016579798,558.073999999998,0.822374082510757,0.465808205884385,0.075738848006912,0.166028281798011,0.031648872780442,0.033190020715061,0.028969492672749,0.021647050513678,0.013560686360046,0.023792332821492,0.017217548699101,0.03477053694126,0.018375240690235,0.002564569081743,0.017654384943443,0.012172889587451,0.009323267351157,0.010808428052033,0.01773020524273,0.017250721541507,0.004726549369577,0.005306881261688,0.008821381526363,0.009891483212701,0.00612255347644,0.006176930143302,0.009521040631909,0.00350202120772,0.018546074762413,0.011739335721929,0.005982450690097,59.4941191524267,918.776495322585,0.086274512112141,0.015686273574829,5.31636069318165,0.403921574354172,0.403921574354172,0.126853132521166,0.113108026015337,0.098039217293263,0.066666670143604,0.054901961237192,0.049453526186585,0.041068853569208,0.129411771893501,328.472734409435,171.174729328129,0,328.318724609135,176.488858796011,366,184,0,18,18,18,867,310,143,1,1.12514780007345,0.791671253157917,1,0.712993421052632,0.835170351452228,42.536395034088,42.7200187265877,13.0384048104053,5.32474421990729,5,25.7935591244731,25.9874965174918,56.7605971580739,114.216,0.962798445308162,0.603480660929269,0.017302420495054,0.19361804207256,0.092341901858443,0.008499109530499,0.005973986691972,0.010252999075883,0.024121871790092,0.030794335281533,0.004781456508624,0.003276027131509,0.004324781778061,0.024749396606495,0.026386147865663,0.001710982256703,0.012570419532268,0.00600831480895,0.005955147853963,0.001452637295619,0.002467559425551,0.006799208964141,0.007373853622085,0.015884932242992,0.006471604228395,0.00566834575136,0.000464683875699,0.000302412909818,0.002572858129446,0.002053514114551,0.001373931626812,1,1,15.7921573296189,135.270591966808,0.125490203499794,0.023529417812824,0.714292089927709,0.266666680574417,0.333333343267441,0.164501638850197,0.156021444021693,0.14509804546833,0.109803922474384,0.090196080505848,0.036116817695806,0.041095264935067,0.180392161011696,309.787383310318,141.80118279544,0,310.086505190311,142.449826989619,0,311,139,0
